user_id,event_id,probability,prediction,actual_label
265682801,4002891827,0.98006356,1,1
265682801,1310511988,1.0,1,1
265682801,751749751,0.99999356,1,1
265682801,2102453106,0.99999976,1,1
265682801,3634298859,1.0,1,1
282487230,2427346312,3.9536888e-05,0,0
282487230,3207630269,0.24063149,0,1
282487230,2586592033,6.14482e-07,0,0
282487230,1402535842,0.00036789666,0,0
282487230,4207934307,0.0004562861,0,0
282487230,2520855981,5.5111104e-06,0,0
282487230,1096641829,2.8543926e-05,0,0
282487230,571271773,0.9976052,1,0
282487230,4128790213,1.0,1,1
282487230,3843341515,0.32110694,0,1
282487230,2407176743,0.99999976,1,1
282487230,1285131089,1.0,1,0
282487230,1365361942,3.1288204e-05,0,0
282487230,2822053009,0.9995322,1,0
282487230,391799317,0.0057247533,0,0
282487230,4180229951,4.568981e-09,0,0
282487230,1819204552,0.93961823,1,0
282487230,1019056837,0.99981064,1,0
282487230,709247293,0.989012,1,0
286293491,2763121514,0.0001194151,0,0
286293491,3171704410,0.9999875,1,1
286293491,1218703283,3.2869826e-07,0,0
286293491,1500213148,1.0189502e-06,0,0
286293491,2920293801,4.6315694e-05,0,0
294167146,2523329242,2.0146738e-06,0,0
294167146,4041609284,0.99747914,1,1
294167146,2114371180,8.4152745e-08,0,0
310846555,2658555390,3.7535727e-05,0,0
310846555,2692654556,0.99994445,1,0
310846555,869878857,0.7618517,1,0
310846555,126497153,0.99825686,1,1
310846555,1584496408,0.46732202,0,0
314484928,388291813,0.00045501348,0,0
314484928,2911072740,0.9999895,1,0
314484928,179959421,0.9998939,1,0
314484928,1111361846,0.58194846,1,0
314484928,2917794701,0.9999888,1,1
322814221,1714855985,5.339021e-13,0,0
322814221,1578537301,7.611995e-09,0,0
322814221,2937515293,8.3825336e-11,0,0
322814221,1262111436,1.3161816e-06,0,0
322814221,3933213847,0.014893493,0,0
338395830,2764878573,5.500602e-07,0,1
338395830,434543874,5.878097e-07,0,0
338395830,3271037126,2.3083252e-05,0,0
338395830,1917502195,0.0005718324,0,0
338395830,1350220187,8.245095e-07,0,0
338395830,938161513,0.9999113,1,1
344313409,3040935776,8.838375e-09,0,0
344313409,3272296205,0.99298966,1,0
344313409,1636447356,0.8441985,1,0
344313409,37732239,0.003030345,0,0
344313409,2303466552,0.9999758,1,1
351713549,221202458,0.0012395728,0,0
351713549,1600413013,0.00036132435,0,0
351713549,3602218872,2.4006871e-08,0,0
351713549,1095858231,5.2334694e-06,0,0
351713549,955398943,2.2329386e-06,0,0
354974889,1997474791,1.5690915e-06,0,1
354974889,2123383525,5.4165053e-08,0,0
354974889,1673641149,2.9574028e-07,0,0
354974889,4154940176,0.0043545435,0,0
354974889,1764880922,0.99695075,1,0
377835263,3351185226,7.052722e-10,0,0
377835263,2639332741,0.99998665,1,1
377835263,1421433916,9.28122e-11,0,0
379327893,4049041156,3.4976525e-05,0,0
379327893,3138309402,0.18965289,0,0
379327893,417123290,0.99997604,1,0
379327893,1105080022,0.96318364,1,1
379327893,2623324908,0.00490079,0,0
379327893,1631952362,0.00014341036,0,1
379327893,617227257,0.0002680447,0,1
393035612,645128809,0.059324093,0,1
393035612,2565498979,1.8264274e-05,0,0
393035612,2658555390,5.807206e-07,0,0
393035612,2422997693,0.2911052,0,0
393035612,2692654556,0.9999107,1,0
393817534,4140354199,2.2476934e-06,0,0
393817534,3162696015,0.9999995,1,0
393817534,3989357869,0.9903222,1,0
393817534,638892748,0.9477672,1,1
393817534,4208685267,0.99814737,1,0
396929851,1669979138,9.080406e-07,0,0
396929851,766543687,4.889725e-07,0,0
396929851,3739525198,4.6156797e-11,0,0
411622998,3084586084,0.9874134,1,0
411622998,1848091116,0.99981886,1,0
411622998,3440289078,0.9996493,1,1
411622998,1217021374,1.3667723e-12,0,0
411622998,3571898945,0.3830004,0,0
413881487,2580858981,0.000340013,0,1
413881487,2427137736,8.7562024e-10,0,0
413881487,1734883207,1.9257916e-06,0,0
413881487,2917794701,0.012023477,0,0
413881487,3258819416,0.15689352,0,0
423256429,941853303,2.6575827e-07,0,0
423256429,1860393518,1.0110514e-10,0,0
423256429,3005193781,5.6225695e-09,0,0
423256429,1218522841,0.000901735,0,0
427369081,519818482,2.9081749e-08,0,0
427369081,4186096930,1.3438077e-08,0,0
427369081,136622699,4.2756397e-05,0,0
427369081,1989853635,0.05921503,0,0
427369081,1232434552,0.9947266,1,0
437050836,1238456614,2.058587e-06,0,0
437050836,1937376836,0.99650973,1,0
437050836,1646190542,0.9951741,1,0
437050836,1346069916,0.9991886,1,1
437050836,2679177159,0.9834326,1,0
439316726,2797343771,9.052918e-05,0,0
439316726,4227005710,0.9760936,1,1
439316726,1423412400,4.919083e-08,0,0
439316726,2232544430,1.0033232e-06,0,0
439316726,1116957623,2.5800444e-05,0,0
443655774,251227584,4.3499693e-08,0,0
443655774,4199166902,0.99652547,1,0
443655774,122055810,0.9726806,1,0
443655774,1134192019,0.9082947,1,1
443655774,1967903028,0.98574245,1,0
443931185,2958912432,1.8532398e-12,0,0
443931185,677713209,9.784249e-10,0,0
443931185,3188683968,2.7085731e-11,0,0
443931185,906914792,0.6987099,1,0
443931185,4281845603,0.9494402,1,0
443931185,2454980175,1.0,1,1
451317840,1434013231,5.862049e-05,0,0
451317840,2570246824,0.9689324,1,0
451317840,4042567266,0.9998361,1,0
451317840,465881910,0.9940399,1,0
451317840,1185540477,0.9999161,1,1
458097400,45797935,5.238285e-07,0,0
458097400,3651171375,4.7975427e-05,0,1
458097400,1111636382,7.860205e-09,0,0
458097400,227528679,6.4726544e-11,0,0
458097400,3900687073,1.993689e-05,0,0
458097400,3034533222,0.98639816,1,1
458097400,2186498257,0.17014687,0,0
458097400,1021221971,2.9182902e-05,0,0
458097400,1390983489,0.0010270783,0,1
475620820,2952744705,7.48041e-07,0,0
475620820,1952482771,0.9997497,1,0
475620820,3179167671,0.99985015,1,0
475620820,2052102737,8.0965316e-07,0,1
475620820,2327143779,0.99984527,1,0
476865227,2732810444,0.0038005474,0,0
476865227,2304610871,0.99993026,1,0
476865227,426631217,0.9999713,1,0
476865227,488329448,0.9990275,1,1
476865227,4063419559,0.9999796,1,0
491792092,812516824,0.0013472614,0,0
491792092,955398943,0.9999994,1,1
491792092,35065426,9.315357e-08,0,0
491792092,175933138,0.000102777216,0,0
491792092,4137553369,4.5591905e-06,0,1
515567373,1951697386,4.3032403e-10,0,0
515567373,3041724882,5.588412e-07,0,0
515567373,3837778003,4.7480236e-10,0,0
515567373,2697775688,0.0007291416,0,0
515567373,2229810859,0.89992225,1,0
516841937,3170422433,3.812926e-07,0,1
516841937,1093670500,4.621593e-10,0,0
516841937,3802058372,4.0102128e-07,0,0
516841937,3091734711,0.0010026209,0,0
516841937,2554190716,0.010663829,0,0
527523423,1616400535,8.350151e-07,0,0
527523423,4176588019,0.09690712,0,0
527523423,2905243784,4.9074725e-07,0,0
527523423,1974374931,0.75955,1,1
527523423,2992424940,0.999998,1,0
528810329,3269751206,1.1944197e-06,0,0
528810329,2563575913,0.9993331,1,1
528810329,2660643006,1.07341876e-07,0,0
528810329,95873940,3.2862657e-09,0,0
528810329,1484389215,0.010136553,0,0
532589341,639862177,2.7441254e-06,0,1
532589341,1942387906,3.536579e-09,0,0
532589341,1707508219,1.03211e-05,0,0
532589341,3652056284,0.00039522222,0,0
532589341,2011797216,1.1127751e-06,0,0
547259551,1370289455,3.8397937e-07,0,0
547259551,2245388108,0.9751091,1,0
547259551,2567184413,0.9997086,1,0
547259551,3503491290,0.9999589,1,1
550625442,1775713481,3.6478393e-06,0,0
550625442,3344442885,0.99994946,1,1
550625442,655495803,8.372331e-09,0,0
550625442,4216835023,0.053781237,0,0
550625442,1591959024,5.3761046e-06,0,0
570405433,3598138867,2.4867495e-07,0,0
570405433,3459360961,6.0318714e-09,0,0
570405433,1621617792,7.838356e-06,0,0
570405433,2928192183,0.01080232,0,0
570405433,2955430444,0.5730535,1,0
570405433,2321862754,1.0,1,1
584188387,2105535604,0.00022439029,0,0
584188387,1392191159,0.9998311,1,0
584188387,887203538,0.994193,1,1
584188387,2839112015,0.00075084326,0,0
584188387,150342414,0.16075492,0,0
584188387,1726708048,9.172497e-05,0,1
584188387,1605098821,0.0020097052,0,1
589091561,4095661412,0.01261502,0,0
589091561,2287299654,0.99912626,1,0
589091561,2959420950,0.99988914,1,0
589091561,3819556308,0.97057164,1,0
589091561,2096532900,1.0,1,1
591781953,1584496408,1.5400594e-05,0,0
591781953,812516824,0.99889046,1,0
591781953,74229557,0.99986315,1,1
591781953,3362121781,0.0042944546,0,0
601094182,4243222986,7.996796e-06,0,0
601094182,1369355865,0.9999628,1,0
601094182,1327762804,0.9997217,1,0
601094182,2589273566,0.99999785,1,1
601094182,1206345604,0.9305523,1,0
601094182,1463875601,0.2772401,0,1
601094182,3171398290,0.98941994,1,1
602317951,720977622,0.00050879625,0,0
602317951,743289246,0.9999995,1,1
602317951,3374451878,1.4104651e-08,0,0
602317951,308894612,0.00096227904,0,0
602317951,1399695501,5.0654053e-06,0,0
603763318,639862177,7.591193e-08,0,1
603763318,1942387906,4.8472812e-09,0,0
603763318,3816284328,1.2834685e-07,0,0
603763318,612824362,0.002154817,0,0
609331956,119334177,2.4834792e-06,0,0
609331956,2554360190,0.9999999,1,0
609331956,1198319209,0.99992526,1,0
609331956,3538439402,0.93847084,1,1
609331956,1218522841,0.39629778,0,0
609630180,4209597549,0.8134808,1,0
609630180,328896398,0.99990165,1,1
609630180,2023524125,0.009478878,0,0
609630180,269461758,0.91802925,1,0
609630180,4141771222,0.00034171858,0,0
620032149,2255036161,1.361804e-07,0,0
620032149,3259367353,1.251804e-09,0,0
620032149,601021924,6.64323e-08,0,0
620032149,1512828747,4.1191142e-05,0,0
620032149,3860040039,0.00010900163,0,1
620032149,872036582,0.99954635,1,1
630652349,3795987129,1.2885145e-06,0,0
630652349,1406344701,0.8670811,1,1
630652349,1491668010,8.156379e-08,0,0
641836752,3979413296,0.00043398817,0,0
641836752,348631044,3.5162145e-08,0,0
641836752,3415274331,3.458144e-07,0,0
641836752,308676347,0.00035304273,0,0
641836752,784366933,0.9997762,1,0
641836752,101334227,0.9999478,1,1
642317092,1997109747,1.0,1,0
642317092,3376956416,1.0,1,0
642317092,3335267883,0.7281162,1,0
642317092,2951622929,0.83995104,1,0
642317092,2134876228,0.999997,1,0
642317092,45718516,1.0,1,1
645414373,2146934064,3.5508293e-08,0,0
645414373,3840019133,0.00016685949,0,0
645414373,3923438992,3.1623935e-05,0,0
648931301,1116957623,1.8862808e-08,0,0
648931301,1940265937,0.99899,1,0
648931301,2567184413,0.6587074,1,0
648931301,1190152428,0.0019721328,0,1
648931301,2232765899,0.9999497,1,0
651258472,792632006,0.06485572,0,0
651258472,2006433337,0.99985623,1,0
651258472,2584815477,0.9974004,1,0
651258472,3469146752,0.95826304,1,0
651258472,2620915673,1.0,1,1
659158929,2165957355,8.3127117e-07,0,0
659158929,2155511798,0.99999857,1,0
659158929,1578063348,0.9940124,1,1
659158929,2732343383,0.0046055154,0,0
659158929,3922480541,0.045307864,0,0
691831024,2993747793,6.727822e-07,0,0
691831024,1902753965,1.6120408e-07,0,1
691831024,1714855985,2.7623846e-11,0,0
691831024,2548272502,0.00046145098,0,0
691831024,1667438718,0.02747297,0,1
709445936,3171087633,2.831621e-05,0,0
709445936,581011119,0.9999981,1,1
709445936,1463617028,2.176515e-08,0,0
709445936,1942387906,3.806335e-10,0,0
709445936,1259701213,1.2216979e-05,0,0
723110955,2867772846,2.6119606e-05,0,0
723110955,4039802758,0.8894078,1,0
725162516,3629737683,3.4442594e-06,0,0
725162516,1298679001,0.9294492,1,1
725162516,2890153623,8.652841e-07,0,0
725162516,2378068015,5.0396502e-05,0,0
725162516,2579869852,0.15928797,0,1
725162516,3842788897,0.5954131,1,1
732078356,1455582876,0.005365143,0,0
732078356,2289758081,0.0041837594,0,0
732078356,1805938462,0.9941168,1,1
732078356,3028497756,2.1223508e-13,0,0
732078356,1853823814,1.11723415e-13,0,0
732078356,3976146754,0.0007620466,0,0
732078356,2340895720,0.5498656,1,1
732078356,2306874322,1.7662966e-09,0,1
732078356,1133783494,1.6031227e-13,0,1
732078356,276390533,5.2221438e-08,0,0
732078356,1708008861,2.769321e-08,0,0
734292380,584463007,3.9789054e-05,0,0
734292380,4001306055,0.0014108575,0,0
734292380,3991326635,2.950866e-06,0,0
734292380,1232721487,2.783548e-06,0,0
734292380,1100211249,0.9986804,1,0
738525400,1036106136,0.0056787273,0,1
738525400,2169105814,5.9381205e-07,0,0
738525400,3097171667,1.4255577e-05,0,0
738525400,1619986209,0.0028730333,0,0
738525400,2496895144,0.00017396479,0,0
738525400,1644971908,0.8246147,1,1
738525400,949639326,0.7734071,1,0
738525400,958456937,0.052948836,0,0
738525400,2383225522,1.4194924e-05,0,0
738525400,1037264024,8.311401e-06,0,0
738525400,366912974,0.00059127796,0,0
738525400,3110363670,0.9999994,1,1
743802819,2247273347,3.0248026e-07,0,0
743802819,3385943756,0.8975282,1,1
743802819,2877601054,1.2452202e-08,0,0
743802819,2437040715,0.0005672765,0,0
743802819,274234888,0.015966656,0,0
743802819,1408524517,0.11935998,0,0
765240064,1344630617,3.2459934e-07,0,0
765240064,3809205963,0.44706988,0,1
765240064,1787773483,1.3255259e-05,0,0
765240064,708064207,8.290719e-08,0,0
765240064,3169458477,0.00018650955,0,0
769376177,3772142360,1.480788e-07,0,0
769376177,2899306830,0.9938877,1,0
769376177,3812153136,0.99276936,1,0
769376177,3150441220,0.9797895,1,0
769376177,4166625784,0.9999995,1,1
777634122,4081195893,0.09870455,0,0
777634122,2415184013,0.9999944,1,0
777634122,287440303,0.9999099,1,1
777634122,826675497,0.76803684,1,0
777634122,1056011812,3.701505e-07,0,0
794355051,2381844770,1.311828e-07,0,1
794355051,2157555213,1.7758828e-05,0,0
794355051,244785505,9.316388e-08,0,0
794355051,2719298288,0.00066085986,0,0
794355051,2460377486,0.27192292,0,0
810608905,3898338309,0.99983597,1,0
810608905,776070223,0.99998665,1,1
810608905,706761589,8.028109e-06,0,0
810608905,1282392038,0.03572092,0,0
810608905,3905915919,0.00021074494,0,0
810608905,3684919275,4.9907198e-05,0,0
814715283,1405785624,0.69269025,1,0
814715283,3397017880,0.8098021,1,0
814715283,244219005,0.8392037,1,0
814715283,1783683714,0.0064353365,0,1
814715283,2942401862,0.0024357026,0,0
830686203,477813398,1.992976e-05,0,0
830686203,1355698802,1.0706375e-08,0,0
830686203,1891264305,4.6906822e-11,0,0
830686203,99027353,4.432173e-06,0,0
830686203,1006903887,0.69127566,1,0
830686203,3173523505,0.9999825,1,1
830686203,2186351621,0.999941,1,1
830686203,3595722243,1.0,1,1
836256116,1066240390,0.00036271487,0,0
836256116,1041260118,0.9949669,1,0
836256116,1294070735,0.998806,1,0
836256116,3005548418,0.99714416,1,1
836256116,1222056986,0.9992441,1,0
853658665,3679301219,1.3096245e-06,0,0
853658665,2376501244,1.9042924e-06,0,0
853658665,1549014243,2.6212099e-12,0,0
853658665,455812668,6.2914323e-06,0,0
853658665,3221372597,0.9800546,1,0
863771353,633272737,0.00015357089,0,1
863771353,21534034,6.006846e-08,0,0
863771353,151129683,1.9499484e-07,0,0
863771353,1008778548,0.0040197913,0,0
863771353,2626832189,0.16743957,0,0
869017322,1005830738,2.472717e-06,0,0
869017322,4208643265,0.99657696,1,0
869017322,1607711017,0.9865232,1,1
869017322,1281457075,3.218248e-05,0,0
869017322,2292780526,0.6409922,1,0
871177088,1981857366,7.545717e-05,0,0
871177088,4043705370,0.99547064,1,0
871177088,3480624055,0.9995254,1,1
871177088,908731571,0.010682171,0,0
871177088,4211536449,0.2901967,0,0
871177088,1589137785,2.4394554e-08,0,1
871177088,1922203779,1.0,1,1
871177088,1515306882,0.9551013,1,0
880096064,2375399520,2.3287623e-07,0,0
880096064,3399301092,0.9545313,1,1
880096064,2163214170,2.541062e-09,0,0
880096064,3332029000,2.3254754e-07,0,0
880096064,1810485930,0.029847208,0,0
881544435,3503491290,0.00010541147,0,1
881544435,1940265937,3.315036e-06,0,0
881544435,2715216804,8.138932e-06,0,0
881544435,3978290343,0.001567897,0,0
881544435,1116957623,2.641578e-06,0,0
883237232,2575303578,5.5506796e-08,0,1
883237232,3275971823,1.422036e-10,0,0
883237232,1337330366,5.3921784e-08,0,0
883237232,2572707488,0.0003110627,0,0
883237232,2702411670,0.9978096,1,0
900897870,3598553657,4.8637173e-07,0,1
900897870,3652056284,1.1343526e-08,0,0
900897870,639862177,3.418376e-08,0,0
900897870,1942387906,0.0035765264,0,0
900897870,2011797216,0.007383844,0,0
900897870,825378558,1.1477575e-05,0,1
903486144,3949816728,1.38623735e-08,0,0
903486144,1803275543,1.6193661e-07,0,0
903486144,2428635671,2.8181507e-12,0,0
903486144,2038842201,5.600156e-06,0,0
903486144,1962078959,0.99662787,1,0
903486144,2614611034,1.0,1,1
914476369,1116957623,4.0349725e-05,0,0
914476369,2715216804,0.99999917,1,0
914476369,1300718667,0.99996185,1,1
914476369,2007279414,1.7791475e-10,0,0
914476369,1940265937,0.7931809,1,0
916547437,1716470668,2.243824e-05,0,0
916547437,1816813281,0.9481713,1,0
916547437,1625021006,0.88426816,1,0
916547437,810618772,1.0,1,0
916547437,1465929077,0.9999999,1,0
916547437,1270020700,1.0,1,1
931677473,834246785,4.9787013e-07,0,0
931677473,2756918554,0.99989986,1,0
931677473,1868823319,0.9982809,1,0
931677473,3418014649,0.9911187,1,1
931677473,700041279,0.99991894,1,1
932480867,3116418543,2.4164615e-07,0,1
932480867,1617391894,1.5795178e-05,0,0
932480867,3653009977,9.13361e-09,0,0
932480867,2449646133,0.0058653746,0,0
932480867,2180806657,0.8423867,1,0
932543338,3383087119,0.033747032,0,0
932543338,1756649847,0.999005,1,0
932543338,1441630498,0.9993736,1,0
932543338,2223895704,0.86473054,1,1
932543338,3677480269,0.0028587407,0,0
932543338,2017884656,1.0912167e-08,0,1
934187073,909491317,0.0001011339,0,1
934187073,4177907021,6.910738e-08,0,0
934187073,2271777730,2.7929508e-07,0,0
934187073,3816861054,5.2367297e-05,0,0
934187073,53942841,0.0013023423,0,0
934187073,4000643494,0.9997234,1,1
934187073,876692516,0.9271646,1,1
934187073,4248391618,0.9999999,1,1
943483502,1972417022,0.074023865,0,1
943483502,1555919109,3.5183813e-08,0,0
943483502,952056690,1.1827419e-07,0,0
943483502,892306356,0.00033692035,0,0
943483502,852362805,0.15929845,0,0
943483502,1564670110,0.9915193,1,0
943483502,458239303,1.0,1,0
948275186,3904622721,1.2527893e-07,0,0
948275186,1672427463,0.99975866,1,1
948275186,3151112796,1.5667732e-08,0,0
948275186,1516820536,1.7732885e-06,0,0
948275186,4163567434,0.0008060925,0,0
962338748,358699964,2.1759925e-07,0,0
962338748,3851466541,0.48150033,0,1
962338748,965748273,2.457769e-06,0,0
962338748,1379372643,5.11273e-10,0,0
962338748,455787812,0.0016317002,0,0
964581027,3399301092,1.131391e-05,0,0
964581027,2611696870,0.99876106,1,1
964581027,2856764723,1.1159655e-05,0,0
964581027,714156115,0.0049664425,0,0
964581027,1600413013,0.8789335,1,0
965181412,3583332424,9.1026064e-05,0,0
965181412,2020714090,0.824644,1,1
965181412,2438954856,1.7381927e-06,0,0
965181412,4134388586,1.4805707e-07,0,0
965181412,1048603511,4.880409e-05,0,0
967988763,3158451708,0.01714008,0,0
967988763,2145133458,0.9999962,1,0
967988763,403097256,0.9963671,1,0
967988763,3372609211,0.99948967,1,1
967988763,2107889809,0.9999316,1,0
967988763,2434532267,0.99681574,1,1
973677184,2029652924,0.025796598,0,0
973677184,1321279586,0.9999944,1,0
973677184,897667289,0.9999995,1,0
973677184,256643979,0.99986386,1,1
973677184,3491186803,0.15955839,0,0
980272932,2044471878,6.116148e-06,0,0
980272932,963733660,0.73535174,1,0
980272932,1460884517,0.9968791,1,1
980272932,2204013412,9.319831e-09,0,0
980272932,4155847923,0.004167473,0,0
980272932,2848205164,4.194925e-05,0,1
980272932,1077498346,0.0017844653,0,1
981252249,2108188468,1.1321034e-14,0,0
981252249,1423412400,3.0399912e-11,0,0
981252249,4227005710,1.0233572e-11,0,0
981252249,1116957623,6.850573e-07,0,0
981252249,623506969,0.22041547,0,0
985547042,2770327714,0.066393316,0,0
985547042,1269035551,0.9975393,1,0
985547042,1902753965,0.29785165,0,1
985547042,1262111436,0.008292186,0,0
985547042,236468864,0.71211576,1,0
995603012,3742929052,2.1446033e-08,0,0
995603012,1535364758,0.028225549,0,0
995603012,2534057988,0.028685931,0,0
995603012,3839674755,2.1182987e-07,0,0
995603012,2966956306,2.8111922e-09,0,0
995603012,3006255100,4.4393682e-06,0,1
1008893291,1516820536,0.016475543,0,0
1008893291,878979384,0.99997663,1,0
